train_loss,train_acc,valid_loss,valid_acc,lr
1.4848833518052538,0.43840902344909466,1.2255337883849438,0.5469314079422383,0.0003
1.1847200628682124,0.5681896020275361,1.0948998536443884,0.5884476534296029,0.0003
1.0927742573078123,0.6018448752197639,1.019491622163931,0.6425992779783394,0.0003
1.0316043909051624,0.6228965454254858,0.9655465343798971,0.6624548736462094,0.0003
0.9784821140729943,0.641139804096171,0.905721826673845,0.6714801444043321,0.0003
0.938059962722328,0.6581501016051328,0.8740275461320842,0.6714801444043321,0.00027
0.908596025497578,0.6716441765417722,0.84570856688255,0.6841155234657039,0.00027
0.8883313430858905,0.6753202274128365,0.8093986715650731,0.7184115523465704,0.00027
0.8686865469466378,0.6811197113957577,0.8053485634955259,0.7184115523465704,0.00027
0.8506278797140687,0.6897047742996095,0.7976289664795252,0.6931407942238267,0.00027
0.8320193387635874,0.6957097518094847,0.80024102556146,0.7093862815884476,0.000243
0.8248573635137116,0.6977646870790237,0.789365654387629,0.703971119133574,0.000243
0.8117562029602174,0.7026508664977054,0.7711287728285531,0.703971119133574,0.000243
0.8035121054824315,0.7066465739662534,0.7711866478627339,0.7075812274368231,0.000243
0.7908204092942305,0.7109847706463913,0.7701055704471437,0.7003610108303249,0.000243
0.7806600770901433,0.7153914651688472,0.7377521767943345,0.7256317689530686,0.0002187
0.7730445436893278,0.715848117450967,0.7214918222668368,0.7418772563176895,0.0002187
0.766211034994565,0.7190218508116994,0.7199886277694565,0.7256317689530686,0.0002187
0.7601877935039352,0.7210539534671324,0.7227297573743744,0.7256317689530686,0.0002187
0.7473928821528641,0.7266479439230997,0.6898123279805648,0.7472924187725631,0.0002187
0.7448681364720152,0.7276297463296573,0.6960413331159185,0.7382671480144405,0.00019683
0.7345171367373318,0.7297075142133023,0.7209671023520322,0.7220216606498195,0.00019683
0.7315854426918829,0.7310089732173437,0.7016591797666859,0.7509025270758123,0.00019683
0.7234056753706904,0.7357809895654953,0.6969275160386674,0.7490974729241877,0.00019683
0.7228430488173443,0.7366714615156289,0.6813705384946472,0.7472924187725631,0.00019683
0.7151540448903129,0.7368312898143708,0.686904237158462,0.7418772563176895,0.000177147
0.7090865128412719,0.7390003881544398,0.6863792239543763,0.7509025270758123,0.000177147
0.7027593576018336,0.7413064821791447,0.6624106710998591,0.7563176895306859,0.000177147
0.6998170854746077,0.7432472543781538,0.6722105236905577,0.7527075812274369,0.000177147
0.695476685133302,0.7445030481539832,0.6722713409778444,0.7563176895306859,0.000177147
0.6884038088095608,0.7478137771993516,0.6598435074413727,0.7581227436823105,0.0001594323
0.6792972497132542,0.7515126606845217,0.6653654553829979,0.7563176895306859,0.0001594323
0.682852671378132,0.7498458798547846,0.6782319986863257,0.7545126353790613,0.0001594323
0.6774640890534921,0.7505308582779643,0.6331473840703172,0.7725631768953068,0.0001594323
0.6769358037685611,0.7535675959540608,0.6499599657334145,0.7563176895306859,0.0001594323
0.6647800236942425,0.7559421878210837,0.678680864697329,0.740072202166065,0.00014348907
0.6633712094358204,0.7549832180286321,0.652465752746224,0.7472924187725631,0.00014348907
0.6582572709483301,0.759344247322876,0.6294363575721906,0.7545126353790613,0.00014348907
0.6565872618323916,0.7602347192730096,0.6398550702346361,0.7671480144404332,0.00014348907
0.655984508475313,0.7582482818457885,0.6303344099960603,0.7707581227436823,0.00014348907
0.6498614498928594,0.7618558348745348,0.6298608910090656,0.7653429602888087,0.000129140163
0.6474741859466193,0.7625864785259264,0.6366882569523065,0.7617328519855595,0.000129140163
0.6424490297077742,0.7633171221773181,0.6342873536722755,0.759927797833935,0.000129140163
0.6421755373520125,0.7645272507249355,0.6386498529127789,0.7671480144404332,0.000129140163
