train_loss,train_acc,val_loss,val_acc,lr
1.901240831230119,0.2813185307017544,1.7902773205554012,0.3447653429602888,1e-06
1.7958419113828425,0.3328307748538012,1.7168411317715147,0.38086642599277976,0.0001008
1.5424237257381628,0.4184713084795322,1.6925443733642247,0.42418772563176893,0.0002006
1.3655828363017033,0.4831186038011696,1.440599562028685,0.4548736462093863,0.00030040000000000004
1.3630657334599579,0.4806971856725146,1.5071209217236792,0.38086642599277976,0.0004002
1.3909558476063244,0.47206231725146197,1.5104222538669188,0.43862815884476536,0.0004969836434458088
1.39607726220499,0.46920687134502925,1.5859644477548152,0.4187725631768953,0.0004956603764285287
1.3693580035752022,0.4774762426900585,1.4287674543229252,0.4747292418772563,0.0004940996066749931
1.3402149536979129,0.49234740497076024,1.515520815384517,0.44945848375451264,0.0004923028744765145
1.3061216550263746,0.5057794225146199,1.41525004486745,0.4151624548736462,0.0004902719529908511
1.2775697002285404,0.5175667032163743,1.6698746457426987,0.43501805054151627,0.00048800884649231267
1.2600818609285076,0.5278463084795322,1.2614737297223364,0.5036101083032491,0.00048551578839378526
1.2437702306704215,0.5323693347953217,1.2990883197164709,0.5216606498194946,0.0004827952390426216
1.222401747055221,0.5435169956140351,1.2072936085587374,0.5505415162454874,0.0004798498832925754
1.2117393076071266,0.5468064692982456,1.845438371066152,0.34657039711191334,0.0004766826278541748
1.203771128204831,0.5505528143274854,1.1573916622017264,0.5830324909747292,0.0004732965984261501
1.1850727306820497,0.5590963084795322,1.367495411139533,0.49097472924187724,0.00046969513661074654
1.1810779755401333,0.5629111842105263,1.229695739298521,0.5397111913357401,0.0004658817966159662
1.1605634479320537,0.5693302266081871,1.1644071387900343,0.5902527075812274,0.0004618603417479937
1.1498410570168356,0.5729166666666666,1.271502128576974,0.5361010830324909,0.00045763474069726763
1.1429857500115332,0.5760690789473685,1.183520054989343,0.5541516245487365,0.00045320916362186214
1.143144595867012,0.5797468932748538,1.2702316110314875,0.5451263537906137,0.0004485879780320441
1.1355243799282095,0.5785818713450293,1.115188765181531,0.5956678700361011,0.0004437757444800684
1.1248312836937737,0.5863943713450293,1.1519946780876131,0.572202166064982,0.0004387772120594626
1.1156989897203724,0.5885873538011696,1.0634426898474298,0.6191335740072202,0.00043359731371824586
1.1089279859909538,0.588016264619883,1.7988246098322127,0.4043321299638989,0.0004282411613907041
1.1007718689173285,0.5966054459064327,1.1023073824734464,0.6209386281588448,0.0004227140409525287
1.097637806196659,0.5967881944444444,1.8391621457110243,0.37184115523465705,0.0004170214070042947
1.0892623924372489,0.5989126461988304,1.1527734990584722,0.575812274368231,0.000411168877488429
1.0838411548420002,0.6002375730994152,1.21660580746964,0.5180505415162455,0.0004051622281449793
1.0720173988861648,0.6084155701754386,1.1335761590124467,0.5433212996389891,0.000399007386811656
1.0640562314823356,0.6113167032163743,0.9910491003456529,0.6389891696750902,0.00039271042757377207
1.0592655753880216,0.6116822002923976,1.1199871392026275,0.5938628158844765,0.0003862775647698542
1.0623071221580282,0.6103801169590644,1.0263660814787936,0.6462093862815884,0.000379715146858841
1.050306647405987,0.6117964181286549,1.09689215159158,0.6064981949458483,0.0003730296501549202
1.0468088416328207,0.6174387792397661,1.1348661012167536,0.5956678700361011,0.000366227672436189
1.0311628390996777,0.6211394371345029,1.3062067935613089,0.5577617328519856,0.00035931592643344284
1.028541586813871,0.6214135599415205,1.0441217104020102,0.5956678700361011,0.00035230123320552126
1.0245323029090787,0.6240177266081871,1.0284552105067009,0.6389891696750902,0.00034519051540774615
1.0209532236756638,0.6266218932748538,1.3240609582150455,0.51985559566787,0.00033799079046009645
1.016487758454175,0.6268503289473685,1.029804406183291,0.6028880866425993,0.00033070916362186215
1.012714355661158,0.6298885233918129,1.1095510028329567,0.5902527075812274,0.00032335282097961123
1.0057088682613178,0.6293859649122807,0.9653242094852433,0.6425992779783394,0.0003159290223553894
1.0047249375292433,0.6308936403508771,1.1209492192802015,0.5956678700361011,0.00030844509414215297
0.9933129206996912,0.6379066154970761,1.0587235917253184,0.5884476534296029,0.00030090842207350257
0.9972608329085578,0.635188230994152,0.9836756550448036,0.6732851985559567,0.0002933264439348566
0.9903287779953744,0.6371527777777778,1.181706811546849,0.5631768953068592,0.0002857066422232546
0.9850919823984654,0.6416986476608187,0.9624566029125172,0.6570397111913358,0.00027805653676303603
0.9771809741767526,0.6436860380116959,1.1699869254005515,0.6137184115523465,0.0002703836772846818
0.9773066139709182,0.6438687865497076,0.9513837090468148,0.6588447653429603,0.0002626956359741414
0.9703643647027992,0.6466785453216374,0.9607702850865113,0.6516245487364621,0.000255
0.9666176463602579,0.6471125730994152,0.9019428302234691,0.6678700361010831,0.00024730436402585856
0.960766422295431,0.6473410087719298,1.087311356506623,0.6046931407942239,0.00023961632271531823
0.9531756080033487,0.6509731359649122,0.8931551487437224,0.644404332129964,0.00023194346323696398
0.9505435310260594,0.6535316154970761,0.9299224111577664,0.644404332129964,0.0002242933577767455
0.946495311824899,0.6550621345029239,0.8705346089407855,0.6895306859205776,0.00021667355606514344
